OUT	C.M1	C.M2	C.M3	GC.M1	GC.M2	GC.M3	Taxonomy
OTU_9889	0	0	0	0	0	0	k__Bacteria
OTU_9890	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter
OTU_9891	1	0	1	0	0	0	k__Bacteria;p__Gracilibacteria;c__;o__;f__;g__;s__
OTU_9892	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
OTU_9893	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales
OTU_9894	0	1	1	0	0	0	k__Bacteria;p__Proteobacteria
OTU_9895	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
OTU_9896	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__;s__
OTU_9897	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia
OTU_9898	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
OTU_9899	1	3	1	1	3	1	k__Bacteria
OTU_9900	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__;s__
OTU_9901	0	1	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__unidentified_Acidimicrobiales;g__Aciditerrimonas;s__
OTU_9902	0	0	0	0	0	0	k__Bacteria
OTU_9903	0	0	0	1	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_9904	0	0	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19;g__;s__
OTU_9905	0	0	0	0	0	0	k__Bacteria
OTU_9906	0	1	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidetes_BD2-2;o__;f__;g__;s__
OTU_9907	0	1	1	0	0	1	k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter
OTU_9908	0	0	0	0	0	0	k__Bacteria
OTU_9909	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__;s__
OTU_9910	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
OTU_9911	0	0	1	1	2	2	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_9912	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Shimazuella;s__
OTU_9913	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella
OTU_9914	0	2	0	1	0	2	k__Bacteria
OTU_9915	0	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_9916	1	2	4	6	3	2	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
OTU_9917	0	0	0	0	0	0	k__Bacteria
OTU_9918	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9
OTU_9919	0	1	0	1	1	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__bacterium_New_Zealand_D
OTU_9920	58	71	71	47	36	51	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__
OTU_9921	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__I-8;s__bacterium_enrichment_culture_clone_12631
OTU_9922	0	0	0	0	0	0	k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible_genus_04;s__
OTU_9923	38	37	32	37	24	80	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__
OTU_9924	273	301	316	158	209	234	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__;s__
OTU_9925	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales
OTU_9926	0	0	0	0	0	0	k__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__OPB56;g__;s__
OTU_9927	0	2	4	0	1	0	k__Bacteria
OTU_9928	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides
OTU_9929	0	1	0	6	1	1	k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Gastranaerophilales;f__;g__;s__
OTU_9930	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_vadinBB60_group;g__;s__
OTU_9931	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;s__
OTU_9932	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Corynebacteriales
OTU_9933	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella
OTU_9934	0	0	0	0	0	0	k__Bacteria
OTU_9935	6	5	0	4	4	3	k__Bacteria;p__Lentisphaerae;c__Lentisphaerae_RFP12_gut_group;o__;f__;g__;s__
OTU_9936	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_9937	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__TK10
OTU_9938	0	0	0	0	0	0	k__Bacteria;p__TM6;c__;o__;f__;g__;s__
OTU_9939	4	4	6	6	3	2	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__480-2;g__;s__
OTU_9940	0	0	0	0	0	0	k__Bacteria
OTU_9941	0	0	0	0	0	1	k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
OTU_9942	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
OTU_9943	0	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae
OTU_9944	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__AKIW1012
OTU_9945	0	1	0	0	1	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Arcticibacter;s__
OTU_9946	0	0	0	0	0	2	k__Bacteria;p__Bacteroidetes
OTU_9947	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__OPB54;o__;f__;g__;s__
OTU_9948	0	0	0	0	0	0	k__Bacteria
OTU_9949	0	1	0	0	0	0	k__Bacteria;p__TM6;c__;o__;f__;g__;s__
OTU_9950	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales
OTU_9951	0	0	0	0	0	0	k__Bacteria;p__Saccharibacteria
OTU_9952	0	0	0	0	0	0	k__Bacteria
OTU_9953	0	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_9954	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
OTU_9955	1	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__;g__;s__
OTU_9956	0	0	1	0	0	0	k__Bacteria;p__Chloroflexi
OTU_9957	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_9958	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_9959	0	0	0	0	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
OTU_9960	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
OTU_9961	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__;s__
OTU_9962	0	0	0	0	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae;g__Anaeromyxobacter;s__
OTU_9963	0	0	0	0	0	0	k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
OTU_9964	0	0	0	1	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter;s__
OTU_9965	2	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae
OTU_9966	0	0	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_9967	22	22	21	17	2	12	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_9968	0	0	0	0	0	0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__
OTU_9969	0	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_9970	163	202	237	135	188	197	k__Bacteria;p__Acidobacteria;c__Holophagae;o__Subgroup_7;f__;g__;s__
OTU_9971	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__
OTU_9972	0	0	0	1	1	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_5;s__
OTU_9973	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfitobacterium;s__
OTU_9974	0	0	0	1	0	0	k__Bacteria;p__TM6
OTU_9975	0	0	1	0	0	0	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Flindersiella
OTU_9976	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes
OTU_9977	0	1	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_9978	1	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
OTU_9979	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_9980	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Sh765B-TzT-29;f__;g__;s__
OTU_9981	2	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__
OTU_9982	0	0	0	0	0	1	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales
OTU_9983	0	0	0	0	1	0	k__Bacteria;p__Chlamydiae;c__unidentified_Chlamydiae;o__Chlamydiales
OTU_9984	0	1	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
OTU_9985	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_9986	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Azospirillum
OTU_9987	2	1	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
OTU_9988	0	1	1	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_9989	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
OTU_9990	0	0	0	0	0	1	k__Bacteria
OTU_9991	16	17	17	17	10	17	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Terrabacter;s__
OTU_9992	4	7	11	5	2	5	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_9993	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Caldicoprobacteraceae;g__Caldicoprobacter;s__
OTU_9994	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family_XVIII
OTU_9995	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales
OTU_9996	1	1	1	0	1	0	k__Bacteria;p__Planctomycetes;c__Pla4_lineage;o__;f__;g__;s__
OTU_9997	0	0	0	0	0	0	k__Bacteria
OTU_9998	0	0	0	1	0	0	k__Bacteria;p__Cyanobacteria
OTU_9999	0	0	1	0	0	0	k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__;g__;s__
OTU_10000	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
OTU_10001	0	0	0	0	0	0	k__Bacteria
OTU_10002	0	0	0	0	1	1	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10003	0	0	0	0	2	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10004	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__vadinHA49;o__;f__;g__;s__
OTU_10005	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10006	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__
OTU_10007	4	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_S24-7_group;g__;s__
OTU_10008	14	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium_5;s__
OTU_10009	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella
OTU_10010	1	0	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__;s__
OTU_10011	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
OTU_10012	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__
OTU_10013	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Olivibacter;s__
OTU_10014	0	0	0	0	0	0	k__Bacteria;p__Thermotogae;c__unidentified_Thermotogae;o__Thermotogales;f__Thermotogaceae;g__GAL15;s__
OTU_10015	0	0	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
OTU_10016	1	0	0	0	0	0	k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
OTU_10017	0	0	0	0	0	0	k__Bacteria
OTU_10018	0	0	0	0	0	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
OTU_10019	0	0	0	0	1	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10020	0	0	0	0	0	0	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__Lineage_IV;f__;g__;s__
OTU_10021	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__unidentified_Mitochondria
OTU_10022	0	0	0	2	0	0	k__Bacteria
OTU_10023	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales
OTU_10024	0	1	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__;s__
OTU_10025	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella;s__
OTU_10026	1	1	4	1	3	1	k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__;g__;s__
OTU_10027	0	0	0	0	0	0	k__Bacteria;p__Chlamydiae;c__unidentified_Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae;g__Candidatus_Protochlamydia;s__
OTU_10028	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus
OTU_10029	0	0	1	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
OTU_10030	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia
OTU_10031	1	2	0	0	2	0	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter;s__
OTU_10032	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__S-BQ2-57_soil_group;o__;f__;g__;s__
OTU_10033	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae
OTU_10034	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__KCM-B-60;g__;s__
OTU_10035	0	0	0	2	0	0	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
OTU_10036	0	0	0	0	0	0	k__Bacteria
OTU_10037	0	0	1	0	1	1	k__Bacteria
OTU_10038	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__DA111;g__;s__
OTU_10039	0	0	1	0	0	0	k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
OTU_10040	0	0	0	0	0	0	k__Bacteria;p__TM6;c__;o__;f__;g__;s__
OTU_10041	0	0	0	1	1	0	k__Bacteria
OTU_10042	0	0	0	0	0	0	k__Bacteria
OTU_10043	0	0	0	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_10044	0	0	1	0	0	0	k__Bacteria;p__WD272;c__;o__;f__;g__;s__
OTU_10045	1	4	2	1	0	1	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__;s__
OTU_10046	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Gemmata;s__
OTU_10047	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales
OTU_10048	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
OTU_10049	0	0	0	1	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
OTU_10050	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__JG37-AG-4;o__;f__;g__;s__
OTU_10051	0	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_10052	0	0	1	0	0	0	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
OTU_10053	0	0	2	0	0	1	k__Bacteria
OTU_10054	0	0	0	0	0	1	k__Bacteria;p__Chloroflexi;c__TK10;o__;f__;g__;s__
OTU_10055	0	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_10056	0	0	0	0	0	0	k__Bacteria
OTU_10057	0	2	3	2	4	3	k__Bacteria;p__Gemmatimonadetes;c__unidentified_Gemmatimonadetes;o__unidentified_Gemmatimonadetes;f__S0134_terrestrial_group;g__;s__
OTU_10058	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__
OTU_10059	0	0	0	0	0	0	k__Bacteria;p__Chlamydiae;c__unidentified_Chlamydiae;o__Chlamydiales
OTU_10060	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__Oligoflexaceae;g__;s__
OTU_10061	0	0	2	0	0	0	k__Bacteria
OTU_10062	1	0	0	1	1	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Ohtaekwangia;s__
OTU_10063	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Pseudospirillum;s__
OTU_10064	0	0	1	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
OTU_10065	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__
OTU_10066	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes
OTU_10067	1	1	0	1	0	1	k__Bacteria;p__Chloroflexi;c__KD4-96;o__;f__;g__;s__
OTU_10068	0	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_10069	1	0	1	0	0	0	k__Bacteria
OTU_10070	0	0	0	0	0	0	k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
OTU_10071	0	0	0	0	1	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella
OTU_10072	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
OTU_10073	0	0	1	0	0	0	k__Bacteria;p__Firmicutes
OTU_10074	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__unidentified_Cytophagaceae;s__Bacteroidetes_bacterium_ArSB
OTU_10075	3	0	2	1	2	2	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_10076	1	1	0	1	0	2	k__Bacteria;p__Actinobacteria;c__unidentified_Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
OTU_10077	1	5	7	0	0	1	k__Bacteria;p__Acidobacteria;c__unidentified_Acidobacteria;o__Subgroup_3;f__unidentified_Acidobacteria;g__Bryobacter;s__
OTU_10078	0	0	0	2	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10079	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__;s__
OTU_10080	0	0	0	0	0	0	k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales
OTU_10081	0	0	0	1	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales
OTU_10082	3	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_UCG-010;s__
OTU_10083	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria
OTU_10084	0	0	0	0	0	0	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae
OTU_10085	0	2	0	0	0	0	k__Bacteria;p__Planctomycetes;c__OM190;o__;f__;g__;s__
OTU_10086	0	0	1	1	1	1	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Kallotenuales;f__AKIW781;g__;s__
OTU_10087	0	0	0	0	0	1	k__Bacteria
OTU_10088	0	0	1	1	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella
OTU_10089	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__UASB-TL25;g__;s__
OTU_10090	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101_soil_group;f__;g__;s__
OTU_10091	0	0	0	1	0	0	k__Bacteria;p__Proteobacteria
OTU_10092	0	0	1	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
OTU_10093	0	0	2	0	0	0	k__Bacteria;p__Proteobacteria;c__TA18;o__;f__;g__;s__
OTU_10094	0	0	0	0	0	0	k__Bacteria
OTU_10095	0	1	0	0	0	0	k__Bacteria;p__Latescibacteria;c__;o__;f__;g__;s__
OTU_10096	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10097	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae
OTU_10098	0	0	1	0	0	0	k__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__;g__;s__
OTU_10099	0	0	1	0	0	0	k__Bacteria
OTU_10100	0	0	0	1	1	0	k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales
OTU_10101	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Roseiflexus;s__
OTU_10102	5	14	1	3	1	7	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Nitrospinaceae;g__Candidatus_Entotheonella;s__
OTU_10103	0	0	0	0	0	0	k__Bacteria
OTU_10104	0	0	0	0	0	0	k__Bacteria;p__Elusimicrobia;c__unidentified_Elusimicrobia;o__Lineage_IIa;f__;g__;s__
OTU_10105	1	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
OTU_10106	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales
OTU_10107	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10108	0	0	0	0	0	0	k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
OTU_10109	0	0	0	0	0	0	k__Archaea;p__Thaumarchaeota;c__terrestrial_group;o__;f__;g__;s__
OTU_10110	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
